locus_tag	ftype	length_bp	gene	EC_number	COG	product
BOLPKDDJ_00170	CDS	1617	ywrD	2.3.2.2	COG0405	Glutathione hydrolase-like YwrD proenzyme
BOLPKDDJ_00171	gene	837				
BOLPKDDJ_00171	mRNA	837				
BOLPKDDJ_00171	CDS	837				hypothetical protein
BOLPKDDJ_00172	gene	1407	xanP_1			
BOLPKDDJ_00172	mRNA	1407	xanP_1			
BOLPKDDJ_00172	CDS	1407	xanP_1		COG2233	Xanthine permease XanP
BOLPKDDJ_00173	gene	666	rutR_1			
BOLPKDDJ_00173	mRNA	666	rutR_1			
BOLPKDDJ_00173	CDS	666	rutR_1		COG1309	HTH-type transcriptional regulator RutR
BOLPKDDJ_00174	gene	591	yigZ			
BOLPKDDJ_00174	mRNA	591	yigZ			
BOLPKDDJ_00174	CDS	591	yigZ		COG1739	IMPACT family member YigZ
BOLPKDDJ_00175	gene	828				
BOLPKDDJ_00175	mRNA	828				
BOLPKDDJ_00175	CDS	828				hypothetical protein
BOLPKDDJ_00176	gene	381				
BOLPKDDJ_00176	mRNA	381				
BOLPKDDJ_00176	CDS	381				putative protein
BOLPKDDJ_00177	gene	543				
BOLPKDDJ_00177	mRNA	543				
BOLPKDDJ_00177	CDS	543				hypothetical protein
BOLPKDDJ_00178	gene	1992				
BOLPKDDJ_00178	mRNA	1992				
BOLPKDDJ_00178	CDS	1992				hypothetical protein
BOLPKDDJ_00179	gene	1050	cheB2			
BOLPKDDJ_00179	mRNA	1050	cheB2			
BOLPKDDJ_00179	CDS	1050	cheB2	3.1.1.61	COG2201	Protein-glutamate methylesterase/protein-glutamine glutaminase 2
BOLPKDDJ_00180	gene	603	cheD			
BOLPKDDJ_00180	mRNA	603	cheD			
BOLPKDDJ_00180	CDS	603	cheD	3.5.1.44		Chemoreceptor glutamine deamidase CheD
BOLPKDDJ_00181	gene	843	cheR			
BOLPKDDJ_00181	mRNA	843	cheR			
BOLPKDDJ_00181	CDS	843	cheR	2.1.1.80		Chemotaxis protein methyltransferase
BOLPKDDJ_00182	gene	2040				
BOLPKDDJ_00182	mRNA	2040				
BOLPKDDJ_00182	CDS	2040				hypothetical protein
BOLPKDDJ_00183	gene	486	cheW_1			
BOLPKDDJ_00183	mRNA	486	cheW_1			
BOLPKDDJ_00183	CDS	486	cheW_1		COG0835	Chemotaxis protein CheW
BOLPKDDJ_00184	gene	1920				
BOLPKDDJ_00184	mRNA	1920				
BOLPKDDJ_00184	CDS	1920				hypothetical protein
BOLPKDDJ_00185	gene	366	cheY_1			
BOLPKDDJ_00185	mRNA	366	cheY_1			
BOLPKDDJ_00185	CDS	366	cheY_1		COG0784	Chemotaxis protein CheY
BOLPKDDJ_00186	gene	1173				
BOLPKDDJ_00186	mRNA	1173				
BOLPKDDJ_00186	CDS	1173				hypothetical protein
BOLPKDDJ_00187	gene	933	dmlR_4			
BOLPKDDJ_00187	mRNA	933	dmlR_4			
BOLPKDDJ_00187	CDS	933	dmlR_4			HTH-type transcriptional regulator DmlR
BOLPKDDJ_00188	gene	753	bdcA			
BOLPKDDJ_00188	mRNA	753	bdcA			
BOLPKDDJ_00188	CDS	753	bdcA		COG1028	Cyclic-di-GMP-binding biofilm dispersal mediator protein
BOLPKDDJ_00189	gene	1611	atsA			
BOLPKDDJ_00189	mRNA	1611	atsA			
BOLPKDDJ_00189	CDS	1611	atsA	3.1.6.1	COG3119	Arylsulfatase
BOLPKDDJ_00190	gene	840	ssuB_1			
BOLPKDDJ_00190	mRNA	840	ssuB_1			
BOLPKDDJ_00190	CDS	840	ssuB_1	3.6.3.-	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
BOLPKDDJ_00191	gene	1617				
BOLPKDDJ_00191	mRNA	1617				
BOLPKDDJ_00191	CDS	1617				hypothetical protein
BOLPKDDJ_00192	gene	1062				
BOLPKDDJ_00192	mRNA	1062				
BOLPKDDJ_00192	CDS	1062				hypothetical protein
BOLPKDDJ_00193	gene	816				
BOLPKDDJ_00193	mRNA	816				
BOLPKDDJ_00193	CDS	816				hypothetical protein
BOLPKDDJ_00194	gene	882				
BOLPKDDJ_00194	mRNA	882				
BOLPKDDJ_00194	CDS	882				hypothetical protein
BOLPKDDJ_00195	gene	1359	oprD_2			
BOLPKDDJ_00195	mRNA	1359	oprD_2			
BOLPKDDJ_00195	CDS	1359	oprD_2	3.4.21.-		Porin D
BOLPKDDJ_00196	gene	726				
BOLPKDDJ_00196	mRNA	726				
BOLPKDDJ_00196	CDS	726				hypothetical protein
BOLPKDDJ_00197	gene	918				
BOLPKDDJ_00197	mRNA	918				
BOLPKDDJ_00197	CDS	918				hypothetical protein
BOLPKDDJ_00198	gene	2373	fyuA			
BOLPKDDJ_00198	mRNA	2373	fyuA			
BOLPKDDJ_00198	CDS	2373	fyuA		COG1629	Pesticin receptor
BOLPKDDJ_00199	gene	903	atsK			
BOLPKDDJ_00199	mRNA	903	atsK			
BOLPKDDJ_00199	CDS	903	atsK	1.14.11.-		Alpha-ketoglutarate-dependent sulfate ester dioxygenase
BOLPKDDJ_00200	gene	900	tfdA			
BOLPKDDJ_00200	mRNA	900	tfdA			
BOLPKDDJ_00200	CDS	900	tfdA	1.14.11.-		Alpha-ketoglutarate-dependent 2,4-dichlorophenoxyacetate dioxygenase
BOLPKDDJ_00201	gene	1119	pntAA			
BOLPKDDJ_00201	mRNA	1119	pntAA			
BOLPKDDJ_00201	CDS	1119	pntAA	7.1.1.1	COG3288	NAD(P) transhydrogenase subunit alpha part 1
BOLPKDDJ_00202	gene	309	pntA			
BOLPKDDJ_00202	mRNA	309	pntA			
BOLPKDDJ_00202	CDS	309	pntA	7.1.1.1	COG3288	NAD(P) transhydrogenase subunit alpha
BOLPKDDJ_00203	gene	1437	pntB			
BOLPKDDJ_00203	mRNA	1437	pntB			
BOLPKDDJ_00203	CDS	1437	pntB	7.1.1.1	COG1282	NAD(P) transhydrogenase subunit beta
BOLPKDDJ_00204	gene	813				
BOLPKDDJ_00204	mRNA	813				
BOLPKDDJ_00204	CDS	813				hypothetical protein
BOLPKDDJ_00205	gene	720	tolQ_1			
BOLPKDDJ_00205	mRNA	720	tolQ_1			
BOLPKDDJ_00205	CDS	720	tolQ_1		COG0811	Tol-Pal system protein TolQ
BOLPKDDJ_00206	gene	402	exbD_1			
BOLPKDDJ_00206	mRNA	402	exbD_1			
BOLPKDDJ_00206	CDS	402	exbD_1		COG0848	Biopolymer transport protein ExbD
BOLPKDDJ_00207	gene	213				
BOLPKDDJ_00207	mRNA	213				
BOLPKDDJ_00207	CDS	213				hypothetical protein
BOLPKDDJ_00208	gene	582				
BOLPKDDJ_00208	mRNA	582				
BOLPKDDJ_00208	CDS	582				hypothetical protein
BOLPKDDJ_00209	gene	1458	aam_1			
BOLPKDDJ_00209	mRNA	1458	aam_1			
BOLPKDDJ_00209	CDS	1458	aam_1	3.5.1.13	COG0154	Acylamidase
BOLPKDDJ_00210	gene	1035	spuE_1			
BOLPKDDJ_00210	mRNA	1035	spuE_1			
BOLPKDDJ_00210	CDS	1035	spuE_1		COG0687	Spermidine-binding periplasmic protein SpuE
BOLPKDDJ_00211	gene	810	ydcV_1			
BOLPKDDJ_00211	mRNA	810	ydcV_1			
BOLPKDDJ_00211	CDS	810	ydcV_1			Inner membrane ABC transporter permease protein YdcV
BOLPKDDJ_00212	gene	921	potB_1			
BOLPKDDJ_00212	mRNA	921	potB_1			
BOLPKDDJ_00212	CDS	921	potB_1		COG1176	Spermidine/putrescine transport system permease protein PotB
BOLPKDDJ_00213	gene	1113	potA_1			
BOLPKDDJ_00213	mRNA	1113	potA_1			
BOLPKDDJ_00213	CDS	1113	potA_1	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
BOLPKDDJ_00214	gene	894	gcvA_2			
BOLPKDDJ_00214	mRNA	894	gcvA_2			
BOLPKDDJ_00214	CDS	894	gcvA_2			Glycine cleavage system transcriptional activator
BOLPKDDJ_00215	gene	1665	madA			
BOLPKDDJ_00215	mRNA	1665	madA			
BOLPKDDJ_00215	CDS	1665	madA	2.3.1.187		Acetyl-S-ACP:malonate ACP transferase
BOLPKDDJ_00216	gene	882	citG			
BOLPKDDJ_00216	mRNA	882	citG			
BOLPKDDJ_00216	CDS	882	citG	2.4.2.52	COG1767	2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase
BOLPKDDJ_00217	gene	300	mdcC			
BOLPKDDJ_00217	mRNA	300	mdcC			
BOLPKDDJ_00217	CDS	300	mdcC			Malonate decarboxylase acyl carrier protein
BOLPKDDJ_00218	gene	864	madC			
BOLPKDDJ_00218	mRNA	864	madC			
BOLPKDDJ_00218	CDS	864	madC	2.1.3.10		Malonyl-S-ACP:biotin-protein carboxyltransferase MADC
BOLPKDDJ_00219	gene	807				
BOLPKDDJ_00219	mRNA	807				
BOLPKDDJ_00219	CDS	807				hypothetical protein
BOLPKDDJ_00220	gene	693	mdcG			
BOLPKDDJ_00220	mRNA	693	mdcG			
BOLPKDDJ_00220	CDS	693	mdcG	2.7.7.66		Phosphoribosyl-dephospho-CoA transferase
BOLPKDDJ_00221	gene	933	fabD_1			
BOLPKDDJ_00221	mRNA	933	fabD_1			
BOLPKDDJ_00221	CDS	933	fabD_1	2.3.1.39	COG0331	Malonyl CoA-acyl carrier protein transacylase
BOLPKDDJ_00222	gene	405				
BOLPKDDJ_00222	mRNA	405				
BOLPKDDJ_00222	CDS	405				hypothetical protein
BOLPKDDJ_00223	gene	765				
BOLPKDDJ_00223	mRNA	765				
BOLPKDDJ_00223	CDS	765				hypothetical protein
BOLPKDDJ_00224	gene	930	gltC_1			
BOLPKDDJ_00224	mRNA	930	gltC_1			
BOLPKDDJ_00224	CDS	930	gltC_1			HTH-type transcriptional regulator GltC
BOLPKDDJ_00225	gene	921	gltC_2			
BOLPKDDJ_00225	mRNA	921	gltC_2			
BOLPKDDJ_00225	CDS	921	gltC_2			HTH-type transcriptional regulator GltC
BOLPKDDJ_00226	gene	1491	puuC_1			
BOLPKDDJ_00226	mRNA	1491	puuC_1			
BOLPKDDJ_00226	CDS	1491	puuC_1	1.2.1.5	COG1012	NADP/NAD-dependent aldehyde dehydrogenase PuuC
BOLPKDDJ_00227	gene	1434	yhdG_1			
BOLPKDDJ_00227	mRNA	1434	yhdG_1			
BOLPKDDJ_00227	CDS	1434	yhdG_1		COG0531	putative amino acid permease YhdG
BOLPKDDJ_00228	gene	1383	spuC_1			
BOLPKDDJ_00228	mRNA	1383	spuC_1			
BOLPKDDJ_00228	CDS	1383	spuC_1	2.6.1.113	COG0161	Putrescine--pyruvate aminotransferase
BOLPKDDJ_00229	gene	1059				
BOLPKDDJ_00229	mRNA	1059				
BOLPKDDJ_00229	CDS	1059				hypothetical protein
BOLPKDDJ_00230	gene	882	dapA_1			
BOLPKDDJ_00230	mRNA	882	dapA_1			
BOLPKDDJ_00230	CDS	882	dapA_1	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
BOLPKDDJ_00231	gene	783	fucA_1			
BOLPKDDJ_00231	mRNA	783	fucA_1			
BOLPKDDJ_00231	CDS	783	fucA_1	4.1.2.17		L-fuculose phosphate aldolase
BOLPKDDJ_00232	gene	540	sutR_1			
BOLPKDDJ_00232	mRNA	540	sutR_1			
BOLPKDDJ_00232	CDS	540	sutR_1		COG1396	HTH-type transcriptional regulator SutR
BOLPKDDJ_00233	gene	852	catI			
BOLPKDDJ_00233	mRNA	852	catI			
BOLPKDDJ_00233	CDS	852	catI	2.8.3.6		3-oxoadipate CoA-transferase subunit A
BOLPKDDJ_00234	gene	783	catJ			
BOLPKDDJ_00234	mRNA	783	catJ			
BOLPKDDJ_00234	CDS	783	catJ	2.8.3.6		3-oxoadipate CoA-transferase subunit B
BOLPKDDJ_00235	gene	1206	pcaF_1			
BOLPKDDJ_00235	mRNA	1206	pcaF_1			
BOLPKDDJ_00235	CDS	1206	pcaF_1	2.3.1.174		Beta-ketoadipyl-CoA thiolase
BOLPKDDJ_00236	gene	1299	kgtP_1			
BOLPKDDJ_00236	mRNA	1299	kgtP_1			
BOLPKDDJ_00236	CDS	1299	kgtP_1			Alpha-ketoglutarate permease
BOLPKDDJ_00237	gene	1380	pcaB_1			
BOLPKDDJ_00237	mRNA	1380	pcaB_1			
BOLPKDDJ_00237	CDS	1380	pcaB_1	5.5.1.2	COG0015	3-carboxy-cis,cis-muconate cycloisomerase
BOLPKDDJ_00238	gene	792	catD_1			
BOLPKDDJ_00238	mRNA	792	catD_1			
BOLPKDDJ_00238	CDS	792	catD_1	3.1.1.24	COG0596	3-oxoadipate enol-lactonase 2
BOLPKDDJ_00239	gene	402				
BOLPKDDJ_00239	mRNA	402				
BOLPKDDJ_00239	CDS	402				hypothetical protein
BOLPKDDJ_00240	gene	942				
BOLPKDDJ_00240	mRNA	942				
BOLPKDDJ_00240	CDS	942				hypothetical protein
BOLPKDDJ_00241	gene	834				
BOLPKDDJ_00241	mRNA	834				
BOLPKDDJ_00241	CDS	834				hypothetical protein
BOLPKDDJ_00242	gene	1347	pcaK_1			
BOLPKDDJ_00242	mRNA	1347	pcaK_1			
BOLPKDDJ_00242	CDS	1347	pcaK_1		COG0477	4-hydroxybenzoate transporter PcaK
BOLPKDDJ_00243	gene	780	iclR			
BOLPKDDJ_00243	mRNA	780	iclR			
BOLPKDDJ_00243	CDS	780	iclR		COG1414	Transcriptional repressor IclR
BOLPKDDJ_00244	gene	1044	iolG			
BOLPKDDJ_00244	mRNA	1044	iolG			
BOLPKDDJ_00244	CDS	1044	iolG	1.1.1.18	COG0673	Myo-inositol 2-dehydrogenase
BOLPKDDJ_00245	gene	816				
BOLPKDDJ_00245	mRNA	816				
BOLPKDDJ_00245	CDS	816				hypothetical protein
BOLPKDDJ_00246	gene	879				
BOLPKDDJ_00246	mRNA	879				
BOLPKDDJ_00246	CDS	879				hypothetical protein
BOLPKDDJ_00247	gene	1266	nicP_1			
BOLPKDDJ_00247	mRNA	1266	nicP_1			
BOLPKDDJ_00247	CDS	1266	nicP_1			Porin-like protein NicP
BOLPKDDJ_00248	gene	1326	exuT_1			
BOLPKDDJ_00248	mRNA	1326	exuT_1			
BOLPKDDJ_00248	CDS	1326	exuT_1			Hexuronate transporter
BOLPKDDJ_00249	gene	1905				
BOLPKDDJ_00249	mRNA	1905				
BOLPKDDJ_00249	CDS	1905				hypothetical protein
BOLPKDDJ_00250	gene	669	nicS			
BOLPKDDJ_00250	mRNA	669	nicS			
BOLPKDDJ_00250	CDS	669	nicS			HTH-type transcriptional repressor NicS
BOLPKDDJ_00251	gene	855	aroE_2			
BOLPKDDJ_00251	mRNA	855	aroE_2			
BOLPKDDJ_00251	CDS	855	aroE_2	1.1.1.-		Quinate/shikimate dehydrogenase (NAD(+))
BOLPKDDJ_00252	gene	447	aroQ1_1			
BOLPKDDJ_00252	mRNA	447	aroQ1_1			
BOLPKDDJ_00252	CDS	447	aroQ1_1	4.2.1.10	COG0757	3-dehydroquinate dehydratase 1
BOLPKDDJ_00253	gene	1506	mdtD			
BOLPKDDJ_00253	mRNA	1506	mdtD			
BOLPKDDJ_00253	CDS	1506	mdtD			Putative multidrug resistance protein MdtD
BOLPKDDJ_00254	gene	1185	pobA			
BOLPKDDJ_00254	mRNA	1185	pobA			
BOLPKDDJ_00254	CDS	1185	pobA	1.14.13.2	COG0654	p-hydroxybenzoate hydroxylase
BOLPKDDJ_00255	gene	867				
BOLPKDDJ_00255	mRNA	867				
BOLPKDDJ_00255	CDS	867				hypothetical protein
BOLPKDDJ_00256	gene	447	yjaB_1			
BOLPKDDJ_00256	mRNA	447	yjaB_1			
BOLPKDDJ_00256	CDS	447	yjaB_1	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase YjaB
BOLPKDDJ_00257	gene	435	IMPDH			
BOLPKDDJ_00257	mRNA	435	IMPDH			
BOLPKDDJ_00257	CDS	435	IMPDH	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
BOLPKDDJ_00258	gene	642				
BOLPKDDJ_00258	mRNA	642				
BOLPKDDJ_00258	CDS	642				hypothetical protein
BOLPKDDJ_00259	gene	255				
BOLPKDDJ_00259	mRNA	255				
BOLPKDDJ_00259	CDS	255				hypothetical protein
BOLPKDDJ_00260	gene	465				
BOLPKDDJ_00260	mRNA	465				
BOLPKDDJ_00260	CDS	465				hypothetical protein
BOLPKDDJ_00261	gene	1491	hudA			
BOLPKDDJ_00261	mRNA	1491	hudA			
BOLPKDDJ_00261	CDS	1491	hudA	4.1.1.-	COG0043	UbiD-like decarboxylase
BOLPKDDJ_00262	gene	702				
BOLPKDDJ_00262	mRNA	702				
BOLPKDDJ_00262	CDS	702				hypothetical protein
BOLPKDDJ_00263	gene	933				
BOLPKDDJ_00263	mRNA	933				
BOLPKDDJ_00263	CDS	933				hypothetical protein
BOLPKDDJ_00264	gene	585				
BOLPKDDJ_00264	mRNA	585				
BOLPKDDJ_00264	CDS	585				IS3 family transposase ISPa57
BOLPKDDJ_00265	gene	186				
BOLPKDDJ_00265	mRNA	186				
BOLPKDDJ_00265	CDS	186				hypothetical protein
BOLPKDDJ_00266	gene	1593				
BOLPKDDJ_00266	mRNA	1593				
BOLPKDDJ_00266	CDS	1593				hypothetical protein
BOLPKDDJ_00267	gene	2151				
BOLPKDDJ_00267	mRNA	2151				
BOLPKDDJ_00267	CDS	2151				hypothetical protein
BOLPKDDJ_00268	gene	498				
BOLPKDDJ_00268	mRNA	498				
BOLPKDDJ_00268	CDS	498				hypothetical protein
BOLPKDDJ_00269	gene	3060				
BOLPKDDJ_00269	mRNA	3060				
BOLPKDDJ_00269	CDS	3060				hypothetical protein
BOLPKDDJ_00270	gene	519	hcpA_1			
BOLPKDDJ_00270	mRNA	519	hcpA_1			
BOLPKDDJ_00270	CDS	519	hcpA_1		COG3157	Major exported protein
BOLPKDDJ_00271	gene	77				
BOLPKDDJ_00271	mRNA	77				
BOLPKDDJ_00271	tRNA	77				tRNA-Arg(ccg)
BOLPKDDJ_00272	gene	1452	davD			
BOLPKDDJ_00272	mRNA	1452	davD			
BOLPKDDJ_00272	CDS	1452	davD	1.2.1.-	COG1012	Glutarate-semialdehyde dehydrogenase
BOLPKDDJ_00273	gene	1281	davT			
BOLPKDDJ_00273	mRNA	1281	davT			
BOLPKDDJ_00273	CDS	1281	davT	2.6.1.48	COG0160	5-aminovalerate aminotransferase DavT
BOLPKDDJ_00274	gene	1200				
BOLPKDDJ_00274	mRNA	1200				
BOLPKDDJ_00274	CDS	1200				hypothetical protein
BOLPKDDJ_00275	gene	1422	hisC_1			
BOLPKDDJ_00275	mRNA	1422	hisC_1			
BOLPKDDJ_00275	CDS	1422	hisC_1	2.6.1.9		Histidinol-phosphate aminotransferase
BOLPKDDJ_00276	gene	438				
BOLPKDDJ_00276	mRNA	438				
BOLPKDDJ_00276	CDS	438				hypothetical protein
BOLPKDDJ_00277	gene	408				
BOLPKDDJ_00277	mRNA	408				
BOLPKDDJ_00277	CDS	408				hypothetical protein
BOLPKDDJ_00278	gene	285				
BOLPKDDJ_00278	mRNA	285				
BOLPKDDJ_00278	CDS	285				hypothetical protein
BOLPKDDJ_00279	gene	933	pcpR_1			
BOLPKDDJ_00279	mRNA	933	pcpR_1			
BOLPKDDJ_00279	CDS	933	pcpR_1			PCP degradation transcriptional activation protein
BOLPKDDJ_00280	gene	1215	yycB_1			
BOLPKDDJ_00280	mRNA	1215	yycB_1			
BOLPKDDJ_00280	CDS	1215	yycB_1		COG2807	putative transporter YycB
BOLPKDDJ_00281	gene	771				
BOLPKDDJ_00281	mRNA	771				
BOLPKDDJ_00281	CDS	771				hypothetical protein
BOLPKDDJ_00282	gene	687	crp			
BOLPKDDJ_00282	mRNA	687	crp			
BOLPKDDJ_00282	CDS	687	crp		COG0664	CRP-like cAMP-activated global transcriptional regulator
BOLPKDDJ_00283	gene	516				
BOLPKDDJ_00283	mRNA	516				
BOLPKDDJ_00283	CDS	516				hypothetical protein
BOLPKDDJ_00284	gene	759	loiP			
BOLPKDDJ_00284	mRNA	759	loiP			
BOLPKDDJ_00284	CDS	759	loiP	3.4.24.-	COG0501	Metalloprotease LoiP
BOLPKDDJ_00285	gene	753				
BOLPKDDJ_00285	mRNA	753				
BOLPKDDJ_00285	CDS	753				hypothetical protein
BOLPKDDJ_00286	gene	699				
BOLPKDDJ_00286	mRNA	699				
BOLPKDDJ_00286	CDS	699				hypothetical protein
BOLPKDDJ_00287	gene	990	cysA			
BOLPKDDJ_00287	mRNA	990	cysA			
BOLPKDDJ_00287	CDS	990	cysA	7.3.2.3	COG1118	Sulfate/thiosulfate import ATP-binding protein CysA
BOLPKDDJ_00288	gene	870	cysW			
BOLPKDDJ_00288	mRNA	870	cysW			
BOLPKDDJ_00288	CDS	870	cysW		COG4208	Sulfate transport system permease protein CysW
BOLPKDDJ_00289	gene	819	cysT			
BOLPKDDJ_00289	mRNA	819	cysT			
BOLPKDDJ_00289	CDS	819	cysT		COG0555	Sulfate transport system permease protein CysT
BOLPKDDJ_00290	gene	999	sbp_1			
BOLPKDDJ_00290	mRNA	999	sbp_1			
BOLPKDDJ_00290	CDS	999	sbp_1		COG1613	Sulfate-binding protein
BOLPKDDJ_00291	gene	183				
BOLPKDDJ_00291	mRNA	183				
BOLPKDDJ_00291	CDS	183				hypothetical protein
BOLPKDDJ_00292	gene	2283				
BOLPKDDJ_00292	mRNA	2283				
BOLPKDDJ_00292	CDS	2283				hypothetical protein
BOLPKDDJ_00293	gene	1179				
BOLPKDDJ_00293	mRNA	1179				
BOLPKDDJ_00293	CDS	1179				hypothetical protein
BOLPKDDJ_00294	gene	1386	putP_1			
BOLPKDDJ_00294	mRNA	1386	putP_1			
BOLPKDDJ_00294	CDS	1386	putP_1			Sodium/proline symporter
BOLPKDDJ_00295	gene	957	gpuA			
BOLPKDDJ_00295	mRNA	957	gpuA			
BOLPKDDJ_00295	CDS	957	gpuA	3.5.3.17	COG0010	Guanidinopropionase
BOLPKDDJ_00296	gene	963				
BOLPKDDJ_00296	mRNA	963				
BOLPKDDJ_00296	CDS	963				hypothetical protein
BOLPKDDJ_00297	gene	972				
BOLPKDDJ_00297	mRNA	972				
BOLPKDDJ_00297	CDS	972				hypothetical protein
BOLPKDDJ_00298	gene	1383	nicP_2			
BOLPKDDJ_00298	mRNA	1383	nicP_2			
BOLPKDDJ_00298	CDS	1383	nicP_2			Porin-like protein NicP
BOLPKDDJ_00299	gene	1107	aguA			
BOLPKDDJ_00299	mRNA	1107	aguA			
BOLPKDDJ_00299	CDS	1107	aguA	3.5.3.12	COG2957	Agmatine deiminase
BOLPKDDJ_00300	gene	879				
BOLPKDDJ_00300	mRNA	879				
BOLPKDDJ_00300	CDS	879		3.5.1.77		N-carbamoyl-D-amino acid hydrolase
BOLPKDDJ_00301	gene	666				
BOLPKDDJ_00301	mRNA	666				
BOLPKDDJ_00301	CDS	666				hypothetical protein
BOLPKDDJ_00302	gene	1062	potF_1			
BOLPKDDJ_00302	mRNA	1062	potF_1			
BOLPKDDJ_00302	CDS	1062	potF_1		COG0687	Putrescine-binding periplasmic protein
BOLPKDDJ_00303	gene	1377	puuA_1			
BOLPKDDJ_00303	mRNA	1377	puuA_1			
BOLPKDDJ_00303	CDS	1377	puuA_1	6.3.1.11	COG0174	Gamma-glutamylputrescine synthetase PuuA
BOLPKDDJ_00304	gene	753	puuD			
BOLPKDDJ_00304	mRNA	753	puuD			
BOLPKDDJ_00304	CDS	753	puuD	3.5.1.94	COG2071	Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD
BOLPKDDJ_00305	gene	1359	puuA_2			
BOLPKDDJ_00305	mRNA	1359	puuA_2			
BOLPKDDJ_00305	CDS	1359	puuA_2	6.3.1.11	COG0174	Gamma-glutamylputrescine synthetase PuuA
BOLPKDDJ_00306	gene	1371	spuC_2			
BOLPKDDJ_00306	mRNA	1371	spuC_2			
BOLPKDDJ_00306	CDS	1371	spuC_2	2.6.1.113	COG0161	Putrescine--pyruvate aminotransferase
BOLPKDDJ_00307	gene	1104	spuD_1			
BOLPKDDJ_00307	mRNA	1104	spuD_1			
BOLPKDDJ_00307	CDS	1104	spuD_1		COG0687	Putrescine-binding periplasmic protein SpuD
BOLPKDDJ_00308	gene	1098	spuE_2			
BOLPKDDJ_00308	mRNA	1098	spuE_2			
BOLPKDDJ_00308	CDS	1098	spuE_2		COG0687	Spermidine-binding periplasmic protein SpuE
BOLPKDDJ_00309	gene	1155	potA_2			
BOLPKDDJ_00309	mRNA	1155	potA_2			
BOLPKDDJ_00309	CDS	1155	potA_2	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
BOLPKDDJ_00310	gene	912	potH			
BOLPKDDJ_00310	mRNA	912	potH			
BOLPKDDJ_00310	CDS	912	potH		COG1176	Putrescine transport system permease protein PotH
BOLPKDDJ_00311	gene	870	ydcV_2			
BOLPKDDJ_00311	mRNA	870	ydcV_2			
BOLPKDDJ_00311	CDS	870	ydcV_2			Inner membrane ABC transporter permease protein YdcV
BOLPKDDJ_00312	gene	2388	quiP_1			
BOLPKDDJ_00312	mRNA	2388	quiP_1			
BOLPKDDJ_00312	CDS	2388	quiP_1	3.5.1.97	COG2366	Acyl-homoserine lactone acylase QuiP
BOLPKDDJ_00313	gene	1053				
BOLPKDDJ_00313	mRNA	1053				
BOLPKDDJ_00313	CDS	1053				hypothetical protein
BOLPKDDJ_00314	gene	504				
BOLPKDDJ_00314	mRNA	504				
BOLPKDDJ_00314	CDS	504				hypothetical protein
BOLPKDDJ_00315	gene	612				
BOLPKDDJ_00315	mRNA	612				
BOLPKDDJ_00315	CDS	612				hypothetical protein
BOLPKDDJ_00316	gene	942	menH_1			
BOLPKDDJ_00316	mRNA	942	menH_1			
BOLPKDDJ_00316	CDS	942	menH_1	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
BOLPKDDJ_00317	gene	753				
BOLPKDDJ_00317	mRNA	753				
BOLPKDDJ_00317	CDS	753				hypothetical protein
BOLPKDDJ_00318	gene	630				
BOLPKDDJ_00318	mRNA	630				
BOLPKDDJ_00318	CDS	630				hypothetical protein
BOLPKDDJ_00319	gene	555				
BOLPKDDJ_00319	mRNA	555				
BOLPKDDJ_00319	CDS	555				hypothetical protein
BOLPKDDJ_00320	gene	495				
BOLPKDDJ_00320	mRNA	495				
BOLPKDDJ_00320	CDS	495				hypothetical protein
BOLPKDDJ_00321	gene	693	yecS_1			
BOLPKDDJ_00321	mRNA	693	yecS_1			
BOLPKDDJ_00321	CDS	693	yecS_1		COG0765	L-cystine transport system permease protein YecS
BOLPKDDJ_00322	gene	771	fliY_1			
BOLPKDDJ_00322	mRNA	771	fliY_1			
BOLPKDDJ_00322	CDS	771	fliY_1		COG0834	L-cystine-binding protein FliY
BOLPKDDJ_00323	gene	438				
BOLPKDDJ_00323	mRNA	438				
BOLPKDDJ_00323	CDS	438				hypothetical protein
BOLPKDDJ_00324	gene	1230	serA			
BOLPKDDJ_00324	mRNA	1230	serA			
BOLPKDDJ_00324	CDS	1230	serA	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
BOLPKDDJ_00325	gene	1395				
BOLPKDDJ_00325	mRNA	1395				
BOLPKDDJ_00325	CDS	1395		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
BOLPKDDJ_00326	gene	666	ycgM			
BOLPKDDJ_00326	mRNA	666	ycgM			
BOLPKDDJ_00326	CDS	666	ycgM		COG0179	putative protein YcgM
BOLPKDDJ_00327	gene	933	yjiK_1			
BOLPKDDJ_00327	mRNA	933	yjiK_1			
BOLPKDDJ_00327	CDS	933	yjiK_1		COG3204	putative protein YjiK
BOLPKDDJ_00328	gene	351	ygiW			
