#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
AJO87100.1	1028803.GG9_1101	2.95e-153	430.0	COG0177@1|root,COG0177@2|Bacteria,1MUYQ@1224|Proteobacteria,1RMHU@1236|Gammaproteobacteria,1Y86A@135625|Pasteurellales	135625|Pasteurellales	L	DNA repair enzyme that has both DNA N-glycosylase activity and AP-lyase activity. The DNA N-glycosylase activity releases various damaged pyrimidines from DNA by cleaving the N- glycosidic bond, leaving an AP (apurinic apyrimidinic) site. The AP-lyase activity cleaves the phosphodiester bond 3' to the AP site by a beta-elimination, leaving a 3'-terminal unsaturated sugar and a product with a terminal 5'-phosphate	nth	-	4.2.99.18	ko:K10773	ko03410,map03410	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	EndIII_4Fe-2S,HhH-GPD
AJO87101.1	71421.HI_1688	2.11e-158	445.0	COG4660@1|root,COG4660@2|Bacteria,1MW6N@1224|Proteobacteria,1RMEH@1236|Gammaproteobacteria,1Y6TA@135625|Pasteurellales	135625|Pasteurellales	C	Part of a membrane complex involved in electron transport	rnfE	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	-	ko:K03613	-	-	-	-	ko00000	-	-	-	Rnf-Nqr
AJO87102.1	71421.HI_1687	2.94e-142	402.0	COG4659@1|root,COG4659@2|Bacteria,1RDEP@1224|Proteobacteria,1RPAD@1236|Gammaproteobacteria,1Y88P@135625|Pasteurellales	135625|Pasteurellales	C	Part of a membrane complex involved in electron transport	rnfG	-	-	ko:K03612	-	-	-	-	ko00000	-	-	-	FMN_bind
AJO87103.1	71421.HI_1686	2.9e-254	697.0	COG4658@1|root,COG4658@2|Bacteria,1MVY6@1224|Proteobacteria,1RMEU@1236|Gammaproteobacteria,1Y74F@135625|Pasteurellales	135625|Pasteurellales	C	Part of a membrane complex involved in electron transport	rnfD	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	-	ko:K03614	-	-	-	-	ko00000	-	-	-	NQR2_RnfD_RnfE
AJO87104.1	71421.HI_1685	0.0	1094.0	COG4656@1|root,COG4656@2|Bacteria,1QTUI@1224|Proteobacteria,1RMIM@1236|Gammaproteobacteria,1Y6UD@135625|Pasteurellales	135625|Pasteurellales	C	Part of a membrane complex involved in electron transport	rnfC	-	-	ko:K03615	-	-	-	-	ko00000	-	-	-	Complex1_51K,Fer4_10,Fer4_7,RnfC_N,SLBB
AJO87105.1	1028803.GG9_1096	9.48e-123	351.0	COG2878@1|root,COG2878@2|Bacteria,1MUWU@1224|Proteobacteria,1RNSJ@1236|Gammaproteobacteria,1Y7GX@135625|Pasteurellales	135625|Pasteurellales	C	Part of a membrane complex involved in electron transport	rnfB	-	-	ko:K03616	-	-	-	-	ko00000	-	-	-	FeS,Fer4_21
AJO87106.1	1028803.GG9_1095	2.31e-118	340.0	COG4657@1|root,COG4657@2|Bacteria,1MU8X@1224|Proteobacteria,1RQDN@1236|Gammaproteobacteria,1Y6RV@135625|Pasteurellales	135625|Pasteurellales	C	Part of a membrane complex involved in electron transport	rnfA	-	-	ko:K03617	-	-	-	-	ko00000	-	-	-	Rnf-Nqr
AJO87107.1	71421.HI_1682	1.39e-222	617.0	COG0616@1|root,COG0616@2|Bacteria,1MUXE@1224|Proteobacteria,1RNN9@1236|Gammaproteobacteria,1Y6WI@135625|Pasteurellales	135625|Pasteurellales	OU	Periplasmic serine proteases (ClpP class)	sohB	-	-	ko:K04774	-	-	-	-	ko00000,ko01000,ko01002	-	-	-	Peptidase_S49,Peptidase_S49_N
AJO87108.1	71421.HI_1681	1.36e-138	394.0	COG3110@1|root,COG3110@2|Bacteria,1RK33@1224|Proteobacteria,1RZRX@1236|Gammaproteobacteria,1Y9NG@135625|Pasteurellales	135625|Pasteurellales	S	Belongs to the UPF0319 family	-	-	-	ko:K09909	-	-	-	-	ko00000	-	-	-	DUF2057
AJO87109.1	71421.HI_1680	0.0	1350.0	COG1289@1|root,COG1289@2|Bacteria,1MWR1@1224|Proteobacteria,1RNIJ@1236|Gammaproteobacteria,1Y6ZG@135625|Pasteurellales	135625|Pasteurellales	S	membrane	Z012_11280	-	-	-	-	-	-	-	-	-	-	-	FUSC-like,FUSC_2
AJO87110.1	1028806.GGE_1255	0.0	931.0	COG3914@1|root,COG3914@2|Bacteria,1QE8S@1224|Proteobacteria,1S0MN@1236|Gammaproteobacteria,1Y80T@135625|Pasteurellales	135625|Pasteurellales	O	O-linked N-acetylglucosamine transferase, SPINDLY family	-	-	-	-	-	-	-	-	-	-	-	-	-
AJO87113.1	1028803.GG9_1455	7.75e-239	658.0	COG3025@1|root,COG3025@2|Bacteria,1MY43@1224|Proteobacteria,1RMP4@1236|Gammaproteobacteria,1Y897@135625|Pasteurellales	135625|Pasteurellales	S	Protein involved in adenylate cyclase activity and cAMP biosynthetic process	Z012_09295	GO:0003674,GO:0003824,GO:0005488,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0043167,GO:0043169,GO:0046872,GO:0050355	3.6.1.25	ko:K18446	-	-	-	-	ko00000,ko01000	-	-	-	CYTH
AJO87114.1	71421.HI_1597	0.0	886.0	COG1066@1|root,COG1066@2|Bacteria,1MUJQ@1224|Proteobacteria,1RN2E@1236|Gammaproteobacteria,1Y6QU@135625|Pasteurellales	135625|Pasteurellales	O	DNA-dependent ATPase involved in processing of recombination intermediates, plays a role in repairing DNA breaks. Stimulates the branch migration of RecA-mediated strand transfer reactions, allowing the 3' invading strand to extend heteroduplex DNA faster. Binds ssDNA in the presence of ADP but not other nucleotides, has ATPase activity that is stimulated by ssDNA and various branched DNA structures, but inhibited by SSB. Does not have RecA's homology-searching function	radA	-	-	ko:K04485	-	-	-	-	ko00000,ko03400	-	-	-	ATPase,ChlI
AJO87115.1	71421.HI_1596	2.13e-104	302.0	COG1522@1|root,COG1522@2|Bacteria,1MX7R@1224|Proteobacteria,1RPGA@1236|Gammaproteobacteria,1Y7FE@135625|Pasteurellales	135625|Pasteurellales	K	Leucine-responsive regulatory protein	lrp	GO:0001101,GO:0003674,GO:0003676,GO:0003677,GO:0003700,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006355,GO:0006520,GO:0006522,GO:0006524,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009063,GO:0009078,GO:0009080,GO:0009889,GO:0009987,GO:0010033,GO:0010243,GO:0010468,GO:0010556,GO:0016054,GO:0019219,GO:0019222,GO:0019752,GO:0031323,GO:0031326,GO:0042221,GO:0043200,GO:0043201,GO:0043436,GO:0043565,GO:0044237,GO:0044238,GO:0044248,GO:0044281,GO:0044282,GO:0044424,GO:0044444,GO:0044464,GO:0046395,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0071704,GO:0080090,GO:0097159,GO:0140110,GO:1901363,GO:1901564,GO:1901565,GO:1901575,GO:1901605,GO:1901606,GO:1901698,GO:1901700,GO:1903506,GO:2000112,GO:2001141	-	ko:K03719	-	-	-	-	ko00000,ko03000,ko03036	-	-	-	AsnC_trans_reg,HTH_24
AJO87116.1	1028806.GGE_1198	0.0	1517.0	COG1674@1|root,COG1674@2|Bacteria,1MVPI@1224|Proteobacteria,1RM9A@1236|Gammaproteobacteria,1Y6U4@135625|Pasteurellales	135625|Pasteurellales	D	Protein involved in ATP binding, DNA binding, nucleotide binding, cell cycle, cell division and chromosome segregation	ftsK	-	-	ko:K03466	-	-	-	-	ko00000,ko03036	3.A.12	-	-	FtsK_4TM,FtsK_SpoIIIE,Ftsk_gamma
AJO87117.1	71421.HI_1591	3.43e-140	396.0	COG2834@1|root,COG2834@2|Bacteria,1PXDV@1224|Proteobacteria,1S9FW@1236|Gammaproteobacteria,1Y7RI@135625|Pasteurellales	135625|Pasteurellales	M	Participates in the translocation of lipoproteins from the inner membrane to the outer membrane. Only forms a complex with a lipoprotein if the residue after the N-terminal Cys is not an aspartate (The Asp acts as a targeting signal to indicate that the lipoprotein should stay in the inner membrane)	lolA	-	-	ko:K03634	-	-	-	-	ko00000	-	-	-	LolA
AJO87118.1	71421.HI_1590	2.23e-314	857.0	COG2256@1|root,COG2256@2|Bacteria,1MUVS@1224|Proteobacteria,1RPBY@1236|Gammaproteobacteria,1Y7Z9@135625|Pasteurellales	135625|Pasteurellales	L	ATPase related to the helicase subunit of the Holliday junction resolvase	rarA	-	-	ko:K07478	-	-	-	-	ko00000	-	-	-	AAA,AAA_assoc_2,MgsA_C,RuvB_N
AJO87119.1	71421.HI_1589	1.76e-297	813.0	COG0128@1|root,COG0128@2|Bacteria,1MWMK@1224|Proteobacteria,1RQ8U@1236|Gammaproteobacteria,1Y6QT@135625|Pasteurellales	135625|Pasteurellales	E	Catalyzes the transfer of the enolpyruvyl moiety of phosphoenolpyruvate (PEP) to the 5-hydroxyl of shikimate-3- phosphate (S3P) to produce enolpyruvyl shikimate-3-phosphate and inorganic phosphate	aroA	GO:0003674,GO:0003824,GO:0003866,GO:0006082,GO:0008150,GO:0008152,GO:0009058,GO:0009423,GO:0009987,GO:0016053,GO:0016740,GO:0016765,GO:0019752,GO:0043436,GO:0043648,GO:0043650,GO:0044237,GO:0044249,GO:0044281,GO:0044283,GO:0046394,GO:0046417,GO:0071704,GO:1901576	2.5.1.19	ko:K00800	ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230	M00022	R03460	RC00350	ko00000,ko00001,ko00002,ko01000	-	-	-	EPSP_synthase
AJO87120.1	71421.HI_1588	1.07e-202	560.0	COG0788@1|root,COG0788@2|Bacteria,1MVCF@1224|Proteobacteria,1RN6Q@1236|Gammaproteobacteria,1Y7PM@135625|Pasteurellales	135625|Pasteurellales	F	Catalyzes the hydrolysis of 10-formyltetrahydrofolate (formyl-FH4) to formate and tetrahydrofolate (FH4)	purU	-	3.5.1.10	ko:K01433	ko00630,ko00670,map00630,map00670	-	R00944	RC00026,RC00111	ko00000,ko00001,ko01000	-	-	-	ACT,Formyl_trans_N
AJO87121.1	71421.HI_1587	2.09e-86	254.0	COG2916@1|root,COG2916@2|Bacteria,1R9YM@1224|Proteobacteria,1S24H@1236|Gammaproteobacteria	1236|Gammaproteobacteria	K	Belongs to the histone-like protein H-NS family	hns	GO:0000976,GO:0001067,GO:0001130,GO:0001217,GO:0003674,GO:0003676,GO:0003677,GO:0003681,GO:0003690,GO:0003700,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006355,GO:0008150,GO:0009889,GO:0009890,GO:0009892,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0019219,GO:0019222,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0032991,GO:0032993,GO:0042802,GO:0043565,GO:0043900,GO:0043901,GO:0044212,GO:0044424,GO:0044444,GO:0044464,GO:0045892,GO:0045934,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0060255,GO:0065007,GO:0080090,GO:0097159,GO:0140110,GO:1900190,GO:1900191,GO:1900231,GO:1900232,GO:1901363,GO:1902679,GO:1903506,GO:1903507,GO:1990837,GO:2000112,GO:2000113,GO:2001141	-	ko:K03746,ko:K11685	-	-	-	-	ko00000,ko03036,ko03400	-	-	-	Histone_HNS
AJO87122.1	71421.HI_1586	0.0	921.0	COG1757@1|root,COG1757@2|Bacteria,1MY5C@1224|Proteobacteria,1RP6I@1236|Gammaproteobacteria,1Y7J8@135625|Pasteurellales	135625|Pasteurellales	C	Na H antiporter	Z012_10550	-	-	-	-	-	-	-	-	-	-	-	Na_H_antiporter
AJO87123.1	71421.HI_1585	0.0	1153.0	COG0028@1|root,COG0028@2|Bacteria,1MU6U@1224|Proteobacteria,1RMQQ@1236|Gammaproteobacteria	1236|Gammaproteobacteria	H	acetolactate synthase	ilvI	GO:0000287,GO:0003674,GO:0003824,GO:0003984,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006520,GO:0006549,GO:0006573,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009081,GO:0009082,GO:0009097,GO:0009099,GO:0009987,GO:0016053,GO:0016740,GO:0016744,GO:0019752,GO:0019842,GO:0030976,GO:0036094,GO:0043167,GO:0043168,GO:0043169,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0046872,GO:0048037,GO:0050662,GO:0071704,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607,GO:1901681	2.2.1.6	ko:K01652	ko00290,ko00650,ko00660,ko00770,ko01100,ko01110,ko01130,ko01210,ko01230,map00290,map00650,map00660,map00770,map01100,map01110,map01130,map01210,map01230	M00019,M00570	R00006,R00014,R00226,R03050,R04672,R04673,R08648	RC00027,RC00106,RC01192,RC02744,RC02893	ko00000,ko00001,ko00002,ko01000	-	-	iAPECO1_1312.APECO1_1907,iB21_1397.B21_00078,iBWG_1329.BWG_0073,iECBD_1354.ECBD_3539,iECB_1328.ECB_00079,iECD_1391.ECD_00079,iUTI89_1310.UTI89_C0085,iYL1228.KPN_00082	TPP_enzyme_C,TPP_enzyme_M,TPP_enzyme_N
AJO87124.1	71421.HI_1584	6.49e-104	301.0	COG0440@1|root,COG0440@2|Bacteria,1RAGN@1224|Proteobacteria,1S20I@1236|Gammaproteobacteria,1Y84E@135625|Pasteurellales	135625|Pasteurellales	E	acetolactate synthase	ilvH	GO:0003674,GO:0003824,GO:0003984,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005948,GO:0006082,GO:0006520,GO:0006549,GO:0006573,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009081,GO:0009082,GO:0009097,GO:0009099,GO:0009987,GO:0016053,GO:0016740,GO:0016744,GO:0019752,GO:0032991,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607,GO:1902494,GO:1990234	2.2.1.6	ko:K01653	ko00290,ko00650,ko00660,ko00770,ko01100,ko01110,ko01130,ko01210,ko01230,map00290,map00650,map00660,map00770,map01100,map01110,map01130,map01210,map01230	M00019,M00570	R00006,R00014,R00226,R03050,R04672,R04673,R08648	RC00027,RC00106,RC01192,RC02744,RC02893	ko00000,ko00001,ko00002,ko01000	-	-	-	ACT_5,ALS_ss_C
AJO87125.1	71421.HI_1583	0.0	1130.0	COG0018@1|root,COG0018@2|Bacteria,1MU4J@1224|Proteobacteria,1RPRC@1236|Gammaproteobacteria,1Y82N@135625|Pasteurellales	135625|Pasteurellales	J	Arginyl-tRNA synthetase	argS	GO:0003674,GO:0003824,GO:0004812,GO:0004814,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006139,GO:0006399,GO:0006412,GO:0006418,GO:0006420,GO:0006518,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0016874,GO:0016875,GO:0019538,GO:0019752,GO:0034641,GO:0034645,GO:0034660,GO:0043038,GO:0043039,GO:0043043,GO:0043170,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044424,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:0140098,GO:0140101,GO:1901360,GO:1901564,GO:1901566,GO:1901576	6.1.1.19	ko:K01887	ko00970,map00970	M00359,M00360	R03646	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016,ko03029	-	-	-	Arg_tRNA_synt_N,DALR_1,tRNA-synt_1d
AJO87126.1	1028805.GGC_1094	2.21e-110	320.0	COG3102@1|root,COG3102@2|Bacteria,1RB98@1224|Proteobacteria,1RYG4@1236|Gammaproteobacteria,1Y8M9@135625|Pasteurellales	135625|Pasteurellales	S	YecM protein	VY92_08450	-	-	ko:K09907	-	-	-	-	ko00000	-	-	-	YecM
AJO87127.1	1028805.GGC_1092	6.96e-81	242.0	COG3133@1|root,COG3133@2|Bacteria,1RA1D@1224|Proteobacteria,1S202@1236|Gammaproteobacteria,1Y8K7@135625|Pasteurellales	135625|Pasteurellales	M	Outer membrane lipoprotein	pcp	GO:0005575,GO:0005623,GO:0009279,GO:0016020,GO:0019867,GO:0030312,GO:0030313,GO:0031975,GO:0044462,GO:0044464,GO:0071944	-	ko:K06077	-	-	-	-	ko00000	-	-	-	Rick_17kDa_Anti
AJO87128.1	71421.HI_1578	2.48e-226	624.0	COG1216@1|root,COG1216@2|Bacteria,1RDAK@1224|Proteobacteria,1S5S5@1236|Gammaproteobacteria,1Y94N@135625|Pasteurellales	135625|Pasteurellales	S	Glycosyltransferase like family 2	-	-	-	-	-	-	-	-	-	-	-	-	Glycos_transf_2
AJO87130.1	71421.HI_1576	0.0	1095.0	COG0166@1|root,COG0166@2|Bacteria,1MUFP@1224|Proteobacteria,1RNIT@1236|Gammaproteobacteria,1Y7AD@135625|Pasteurellales	135625|Pasteurellales	G	Belongs to the GPI family	pgi	-	5.3.1.9	ko:K01810	ko00010,ko00030,ko00500,ko00520,ko01100,ko01110,ko01120,ko01130,ko01200,map00010,map00030,map00500,map00520,map01100,map01110,map01120,map01130,map01200	M00001,M00004,M00114	R02739,R02740,R03321	RC00376,RC00563	ko00000,ko00001,ko00002,ko01000,ko04147	-	-	-	PGI
AJO87131.1	71421.HI_1575	4.89e-263	720.0	COG0787@1|root,COG0787@2|Bacteria,1MV0Q@1224|Proteobacteria,1RM8U@1236|Gammaproteobacteria,1Y9WX@135625|Pasteurellales	135625|Pasteurellales	E	Catalyzes the interconversion of L-alanine and D- alanine. May also act on other amino acids	alr	-	5.1.1.1	ko:K01775	ko00473,ko01100,ko01502,map00473,map01100,map01502	-	R00401	RC00285	ko00000,ko00001,ko01000,ko01011	-	-	-	Ala_racemase_C,Ala_racemase_N
AJO87132.1	1028803.GG9_1437	0.0	895.0	COG0305@1|root,COG0305@2|Bacteria,1MUG9@1224|Proteobacteria,1RPM2@1236|Gammaproteobacteria,1Y7T2@135625|Pasteurellales	135625|Pasteurellales	L	it exhibits DNA-dependent ATPase activity and contains distinct active sites for ATP binding, DNA binding, and interaction with DnaC protein, primase, and other prepriming proteins	dnaB	GO:0003674,GO:0003678,GO:0003824,GO:0004386,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006268,GO:0006725,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0016043,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017111,GO:0032392,GO:0032508,GO:0034641,GO:0034645,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0051276,GO:0071103,GO:0071704,GO:0071840,GO:0090304,GO:0140097,GO:1901360,GO:1901576	3.6.4.12	ko:K02314	ko03030,ko04112,map03030,map04112	-	-	-	ko00000,ko00001,ko01000,ko03032	-	-	-	DnaB,DnaB_C
AJO87133.1	71421.HI_1573	0.0	904.0	COG0469@1|root,COG0469@2|Bacteria,1MU21@1224|Proteobacteria,1RMW3@1236|Gammaproteobacteria,1Y6U6@135625|Pasteurellales	135625|Pasteurellales	G	Belongs to the pyruvate kinase family	pykA	GO:0003674,GO:0003824,GO:0004743,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0006082,GO:0006090,GO:0006091,GO:0006096,GO:0006139,GO:0006163,GO:0006164,GO:0006165,GO:0006725,GO:0006732,GO:0006733,GO:0006753,GO:0006754,GO:0006757,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009058,GO:0009108,GO:0009117,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009132,GO:0009135,GO:0009141,GO:0009142,GO:0009144,GO:0009145,GO:0009150,GO:0009152,GO:0009156,GO:0009161,GO:0009165,GO:0009166,GO:0009167,GO:0009168,GO:0009179,GO:0009185,GO:0009199,GO:0009201,GO:0009205,GO:0009206,GO:0009259,GO:0009260,GO:0009987,GO:0016052,GO:0016053,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0017144,GO:0018130,GO:0019359,GO:0019362,GO:0019363,GO:0019438,GO:0019439,GO:0019637,GO:0019693,GO:0019752,GO:0032787,GO:0034404,GO:0034641,GO:0034654,GO:0034655,GO:0042866,GO:0043436,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044270,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046031,GO:0046034,GO:0046390,GO:0046394,GO:0046434,GO:0046483,GO:0046496,GO:0046700,GO:0046939,GO:0051186,GO:0051188,GO:0055086,GO:0071704,GO:0072330,GO:0072521,GO:0072522,GO:0072524,GO:0072525,GO:0090407,GO:1901135,GO:1901137,GO:1901292,GO:1901293,GO:1901360,GO:1901361,GO:1901362,GO:1901564,GO:1901566,GO:1901575,GO:1901576	2.7.1.40	ko:K00873	ko00010,ko00230,ko00620,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko04922,ko04930,ko05165,ko05203,ko05230,map00010,map00230,map00620,map01100,map01110,map01120,map01130,map01200,map01230,map04922,map04930,map05165,map05203,map05230	M00001,M00002,M00049,M00050	R00200,R00430,R01138,R01858,R02320	RC00002,RC00015	ko00000,ko00001,ko00002,ko01000,ko04131,ko04147	-	-	-	PK,PK_C
AJO87134.1	669262.COK_1006	7.04e-30	115.0	COG0582@1|root,COG0582@2|Bacteria,1NWGS@1224|Proteobacteria,1S5J8@1236|Gammaproteobacteria,1Y79G@135625|Pasteurellales	135625|Pasteurellales	L	Phage integrase family	-	-	-	-	-	-	-	-	-	-	-	-	Phage_integrase
AJO87135.1	1316932.MHH_c19030	6.26e-69	221.0	COG0582@1|root,COG0582@2|Bacteria,1NWGS@1224|Proteobacteria,1S5J8@1236|Gammaproteobacteria,1Y79G@135625|Pasteurellales	135625|Pasteurellales	L	Phage integrase family	-	-	-	-	-	-	-	-	-	-	-	-	Phage_integrase
AJO87137.1	71421.HI_1570	1.48e-100	296.0	COG2369@1|root,COG2369@2|Bacteria,1RKVB@1224|Proteobacteria,1S7ZS@1236|Gammaproteobacteria,1Y7RP@135625|Pasteurellales	135625|Pasteurellales	S	Phage Mu protein F like protein	-	-	-	-	-	-	-	-	-	-	-	-	Phage_Mu_F
AJO87138.1	1028805.GGC_1071	1.98e-128	364.0	COG3101@1|root,COG3101@2|Bacteria,1MWTG@1224|Proteobacteria,1RNHD@1236|Gammaproteobacteria,1Y7P9@135625|Pasteurellales	135625|Pasteurellales	S	protein conserved in bacteria	Z012_10080	-	-	ko:K09906	-	-	-	-	ko00000,ko01000,ko03012	-	-	-	EpmC
AJO87139.1	1028805.GGC_1068	4.85e-40	142.0	COG0790@1|root,COG0790@2|Bacteria,1MWPA@1224|Proteobacteria,1RPI3@1236|Gammaproteobacteria,1Y8T2@135625|Pasteurellales	135625|Pasteurellales	S	Sel1-like repeats.	-	-	-	ko:K07126	-	-	-	-	ko00000	-	-	-	Sel1
AJO87141.1	1028805.GGC_1068	7.78e-36	134.0	COG0790@1|root,COG0790@2|Bacteria,1MWPA@1224|Proteobacteria,1RPI3@1236|Gammaproteobacteria,1Y8T2@135625|Pasteurellales	135625|Pasteurellales	S	Sel1-like repeats.	-	-	-	ko:K07126	-	-	-	-	ko00000	-	-	-	Sel1
AJO87143.1	1028805.GGC_1068	2.71e-41	146.0	COG0790@1|root,COG0790@2|Bacteria,1MWPA@1224|Proteobacteria,1RPI3@1236|Gammaproteobacteria,1Y8T2@135625|Pasteurellales	135625|Pasteurellales	S	Sel1-like repeats.	-	-	-	ko:K07126	-	-	-	-	ko00000	-	-	-	Sel1
AJO87144.1	1028805.GGC_1065	5.21e-254	697.0	COG0216@1|root,COG0216@2|Bacteria,1MV28@1224|Proteobacteria,1RM7Q@1236|Gammaproteobacteria,1Y7DP@135625|Pasteurellales	135625|Pasteurellales	J	Peptide chain release factor 1 directs the termination of translation in response to the peptide chain termination codons UAG and UAA	prfA	-	-	ko:K02835	-	-	-	-	ko00000,ko03012	-	-	-	PCRF,RF-1
AJO87145.1	1028803.GG9_1410	2.63e-97	283.0	COG1714@1|root,COG1714@2|Bacteria,1NB1Z@1224|Proteobacteria,1TFKE@1236|Gammaproteobacteria,1Y9AE@135625|Pasteurellales	135625|Pasteurellales	S	RDD family	-	-	-	-	-	-	-	-	-	-	-	-	RDD
AJO87146.1	71421.HI_1559	1.25e-208	577.0	COG2890@1|root,COG2890@2|Bacteria,1MXCQ@1224|Proteobacteria,1RNGK@1236|Gammaproteobacteria,1Y71E@135625|Pasteurellales	135625|Pasteurellales	J	Methylates the class 1 translation termination release factors RF1 PrfA and RF2 PrfB on the glutamine residue of the universally conserved GGQ motif	prmC	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006464,GO:0006479,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0008170,GO:0008213,GO:0008276,GO:0008757,GO:0009987,GO:0016740,GO:0016741,GO:0018364,GO:0019538,GO:0032259,GO:0036009,GO:0036211,GO:0043170,GO:0043412,GO:0043414,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0071704,GO:0140096,GO:1901564	2.1.1.297	ko:K02493	-	-	R10806	RC00003,RC03279	ko00000,ko01000,ko03012	-	-	-	ASCH,Methyltransf_31
AJO87147.1	71421.HI_1558	4.37e-201	555.0	COG2912@1|root,COG2912@2|Bacteria,1MVJQ@1224|Proteobacteria,1RQ7V@1236|Gammaproteobacteria,1Y9JA@135625|Pasteurellales	135625|Pasteurellales	S	Transglutaminase-like superfamily	-	-	-	-	-	-	-	-	-	-	-	-	TPR_9,Transglut_core2
AJO87148.1	1028805.GGC_1061	2.95e-203	562.0	COG2877@1|root,COG2877@2|Bacteria,1MV91@1224|Proteobacteria,1RMGQ@1236|Gammaproteobacteria,1Y732@135625|Pasteurellales	135625|Pasteurellales	M	Belongs to the KdsA family	kdsA	-	2.5.1.55	ko:K01627	ko00540,ko01100,map00540,map01100	M00063	R03254	RC00435	ko00000,ko00001,ko00002,ko01000,ko01005	-	-	-	DAHP_synth_1
AJO87149.1	71421.HI_1556	1.28e-224	619.0	COG1052@1|root,COG1052@2|Bacteria,1MU2D@1224|Proteobacteria,1RPM1@1236|Gammaproteobacteria,1Y6VT@135625|Pasteurellales	135625|Pasteurellales	C	Belongs to the D-isomer specific 2-hydroxyacid dehydrogenase family	ldhA	-	1.1.1.29	ko:K00018	ko00260,ko00630,ko00680,ko01100,ko01110,ko01120,ko01130,ko01200,map00260,map00630,map00680,map01100,map01110,map01120,map01130,map01200	M00346	R00717,R01388	RC00031,RC00042	ko00000,ko00001,ko00002,ko01000	-	-	-	2-Hacid_dh,2-Hacid_dh_C
