#query seed_ortholog evalue score eggNOG_OGs max_annot_lvl COG_category Description Preferred_name GOs EC KEGG_ko KEGG_Pathway KEGG_Module KEGG_Reaction KEGG_rclass BRITE KEGG_TC CAZy BiGG_Reaction PFAMs																																																																																																																																																																																																				
AAG03423.1 287.DR97_2986 5.59e-78 232.0 COG2198@1|root	COG2198@2|Bacteria 2|Bacteria T Histidine kinase torS GO:0000155	GO:0000160	GO:0003674	GO:0003824	GO:0004672	GO:0004673	GO:0004721	GO:0005488	GO:0005515	GO:0005575	GO:0005623	GO:0005886	GO:0006091	GO:0006464	GO:0006468	GO:0006470	GO:0006793	GO:0006796	GO:0006807	GO:0007154	GO:0007165	GO:0008150	GO:0008152	GO:0009061	GO:0009987	GO:0010033	GO:0015980	GO:0016020	GO:0016301	GO:0016310	GO:0016311	GO:0016740	GO:0016772	GO:0016773	GO:0016775	GO:0016787	GO:0016788	GO:0016791	GO:0016853	GO:0016866	GO:0016868	GO:0018106	GO:0018193	GO:0018202	GO:0019538	GO:0023014	GO:0023052	GO:0035556	GO:0036211	GO:0042221	GO:0042578	GO:0042802	GO:0043170	GO:0043412	GO:0044237	GO:0044238	GO:0044260	GO:0044267	GO:0044464	GO:0045333	GO:0046777	GO:0050789	GO:0050794	GO:0050896	GO:0051716	GO:0055114	GO:0065007	GO:0070887	GO:0071310	GO:0071704	GO:0071944	GO:0140096	GO:1901564 2.7.13.3 ko:K03407	ko:K07647	ko:K14978 ko02020	ko02030	map02020	map02030 M00455	M00506	M00663 - - ko00000	ko00001	ko00002	ko01000	ko01001	ko02022	ko02035 - - - HATPase_c	HisKA	Hpt	Response_reg																																																																																																											
AAG03424.1 287.DR97_2988 2.32e-139 394.0 COG2197@1|root	COG2197@2|Bacteria	1RA3N@1224|Proteobacteria	1S3Z9@1236|Gammaproteobacteria	1YFWX@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria KT helix_turn_helix	Lux Regulon - - - ko:K07690 ko02020	ko05133	map02020	map05133 M00477	M00697 - - ko00000	ko00001	ko00002	ko01504	ko02022 - - - GerE	Response_reg																																																																																																																																																																																						
AAG03425.1 287.DR97_2989 1.01e-186 519.0 COG0159@1|root	COG0159@2|Bacteria	1MXJV@1224|Proteobacteria	1RMGN@1236|Gammaproteobacteria	1YD2U@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria E The alpha subunit is responsible for the aldol cleavage of indoleglycerol phosphate to indole and glyceraldehyde 3- phosphate trpA - 4.2.1.20 ko:K01695 ko00260	ko00400	ko01100	ko01110	ko01130	ko01230	map00260	map00400	map01100	map01110	map01130	map01230 M00023 R00674	R02340	R02722 RC00209	RC00210	RC00700	RC00701	RC02868 ko00000	ko00001	ko00002	ko01000 - - - Trp_syntA																																																																																																																																																																												
AAG03426.1 287.DR97_2990 1.02e-299 816.0 COG0133@1|root	COG0133@2|Bacteria	1MUS8@1224|Proteobacteria	1RP4D@1236|Gammaproteobacteria	1YCWD@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria E The beta subunit is responsible for the synthesis of L- tryptophan from indole and L-serine trpB - 4.2.1.20 ko:K01696 ko00260	ko00400	ko01100	ko01110	ko01130	ko01230	map00260	map00400	map01100	map01110	map01130	map01230 M00023 R00674	R02340	R02722 RC00209	RC00210	RC00700	RC00701	RC02868 ko00000	ko00001	ko00002	ko01000 - - - PALP																																																																																																																																																																												
AAG03427.1 287.DR97_2991 4.05e-211 583.0 COG0583@1|root	COG0583@2|Bacteria	1R7X2@1224|Proteobacteria	1RZVD@1236|Gammaproteobacteria	1YCSP@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria K LysR substrate binding domain trpI - - - - - - - - - - - HTH_1	LysR_substrate																																																																																																																																																																																															
AAG03428.1 287.DR97_2992 6.44e-45 145.0 COG3360@1|root	COG3360@2|Bacteria	1N6UT@1224|Proteobacteria	1SCF7@1236|Gammaproteobacteria	1YGP5@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria S Dodecin - - - ko:K09165 - - - - ko00000 - - - Dodecin																																																																																																																																																																																																
AAG03429.1 287.DR97_2993 6.64e-44 142.0 2EGJ5@1|root	33ABC@2|Bacteria	1NI51@1224|Proteobacteria	1SH35@1236|Gammaproteobacteria	1YGZU@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria S Protein of unknown function (DUF1161) - - - - - - - - - - - - DUF1161																																																																																																																																																																																																
AAG03430.1 287.DR97_5711 0.0 1107.0 COG2831@1|root	COG2831@2|Bacteria	1MXF6@1224|Proteobacteria	1RP05@1236|Gammaproteobacteria	1YFQC@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria U POTRA domain shlB - - ko:K07326 ko05133	map05133 - - - ko00000	ko00001 - - - POTRA_2	POTRA_3	ShlB																																																																																																																																																																																												
AAG03431.1 287.DR97_2995 0.0 3937.0 COG3210@1|root	COG3210@2|Bacteria	1MX2K@1224|Proteobacteria	1RNRK@1236|Gammaproteobacteria	1YD8T@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria U haemagglutination activity domain - - - ko:K15125 ko05133	map05133 - - - ko00000	ko00001	ko00536 - - - DUF637	Fil_haemagg	Fil_haemagg_2	Haemagg_act																																																																																																																																																																																										
AAG03433.1 287.DR97_2999 4.89e-271 747.0 COG3174@1|root	COG3174@2|Bacteria	1NDBI@1224|Proteobacteria	1RRGY@1236|Gammaproteobacteria	1YDII@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria S Domain of unknown function (DUF4010) - - - - - - - - - - - - DUF4010	MgtC																																																																																																																																																																																															
AAG03434.1 287.DR97_3001 4.32e-313 855.0 2E1MS@1|root	32WYV@2|Bacteria	1N079@1224|Proteobacteria	1SA60@1236|Gammaproteobacteria 1236|Gammaproteobacteria S ADP-ribosyltransferase exoenzyme - - - ko:K16636 - - - - ko00000	ko02042 - - - ADPrib_exo_Tox	YopE																																																																																																																																																																																															
AAG03435.1 287.DR97_3002 2.79e-155 436.0 COG1462@1|root	COG1462@2|Bacteria	1NDU8@1224|Proteobacteria	1RPPY@1236|Gammaproteobacteria	1YHGC@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria M Curli production assembly/transport component CsgG csgG - - - - - - - - - - - CsgG																																																																																																																																																																																																
AAG03436.1 287.DR97_3003 6.14e-80 237.0 COG4259@1|root	COG4259@2|Bacteria	1N7DV@1224|Proteobacteria	1S7AS@1236|Gammaproteobacteria	1YJVR@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria S Domain of unknown function (DUF4810) Z012_10670 - - - - - - - - - - - DUF4810																																																																																																																																																																																																
AAG03437.1 287.DR97_3004 1.09e-110 320.0 COG4380@1|root	COG4380@2|Bacteria	1R3WM@1224|Proteobacteria	1RSP7@1236|Gammaproteobacteria	1YIGE@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria S Putative bacterial lipoprotein (DUF799) VY92_06375 - - - - - - - - - - - DUF799																																																																																																																																																																																																
AAG03438.1 287.DR97_3005 7.76e-81 240.0 COG1396@1|root	COG1396@2|Bacteria 2|Bacteria K sequence-specific DNA binding - - 2.1.1.265 ko:K16868 - - - - ko00000	ko01000 - - - HTH_3	HTH_31																																																																																																																																																																																																	
AAG03439.1 287.DR97_3006 0.0 1125.0 COG2039@1|root	COG2039@2|Bacteria	1P9E1@1224|Proteobacteria	1RZSN@1236|Gammaproteobacteria 1236|Gammaproteobacteria O Removes 5-oxoproline from various penultimate amino acid residues except L-proline - - - - - - - - - - - - Peptidase_C15																																																																																																																																																																																																	
AAG03441.1 287.DR97_3009 0.0 1236.0 COG0367@1|root	COG0367@2|Bacteria	1MW4E@1224|Proteobacteria	1RQ7D@1236|Gammaproteobacteria	1YFNE@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria E Asparagine synthase asnB - 6.3.5.4 ko:K01953 ko00250	ko01100	ko01110	map00250	map01100	map01110 - R00578 RC00010 ko00000	ko00001	ko01000	ko01002 - - - Asn_synthase	GATase_7																																																																																																																																																																																							
AAG03442.1 287.DR97_3010 4.29e-101 292.0 COG1917@1|root	COG1917@2|Bacteria 2|Bacteria L Cupin 2	conserved barrel domain protein - - - - - - - - - - - - Asp_Arg_Hydrox	Cupin_2	HTH_3																																																																																																																																																																																																
AAG03443.1 1117958.PE143B_0128885 7.59e-22 90.1 COG3654@1|root	COG3654@2|Bacteria	1PRPM@1224|Proteobacteria	1S4YG@1236|Gammaproteobacteria 1236|Gammaproteobacteria S Fic/DOC family - - - ko:K07341 - - - - ko00000	ko02048 - - - Fic																																																																																																																																																																																																
AAG03444.1 287.DR97_3011 3.67e-126 359.0 COG1859@1|root	COG1859@2|Bacteria	1RD8B@1224|Proteobacteria	1S3U6@1236|Gammaproteobacteria	1YK23@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria J Removes the 2'-phosphate from RNA via an intermediate in which the phosphate is ADP-ribosylated by NAD followed by a presumed transesterification to release the RNA and generate ADP- ribose 1''-2''-cyclic phosphate (APPR P). May function as an ADP- ribosylase kptA GO:0003674	GO:0003824	GO:0016740	GO:0016772 - ko:K07559 - - - - ko00000	ko01000	ko03016 - - - PTS_2-RNA																																																																																																																																																																																											
AAG03445.1 287.DR97_3012 2.74e-112 323.0 COG3812@1|root	COG3812@2|Bacteria	1RGUV@1224|Proteobacteria	1S6J5@1236|Gammaproteobacteria	1YGB9@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria S Domain of unknown function (DUF1993) - - - ko:K09983 - - - - ko00000 - - - DUF1993																																																																																																																																																																																																
AAG03446.1 287.DR97_3013 6.25e-216 596.0 COG0583@1|root	COG0583@2|Bacteria	1MW16@1224|Proteobacteria	1RPNX@1236|Gammaproteobacteria	1YEJA@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria K LysR substrate binding domain - - - - - - - - - - - - HTH_1	LysR_substrate																																																																																																																																																																																															
AAG03447.1 287.DR97_3014 2.74e-209 578.0 COG0491@1|root	COG0491@2|Bacteria	1NGQE@1224|Proteobacteria	1RMI3@1236|Gammaproteobacteria	1YCRT@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria S Metallo-beta-lactamase superfamily - - - - - - - - - - - - Lactamase_B																																																																																																																																																																																																
AAG03448.1 287.DR97_3015 1.19e-168 471.0 COG3531@1|root	COG3531@2|Bacteria	1RA76@1224|Proteobacteria	1RSJ2@1236|Gammaproteobacteria	1YJM7@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria O Protein-disulfide isomerase - - - ko:K07396 - - - - ko00000 - - - DSBA																																																																																																																																																																																																
AAG03449.1 287.DR97_3016 1.08e-94 276.0 COG1764@1|root	COG1764@2|Bacteria	1RH9U@1224|Proteobacteria	1S205@1236|Gammaproteobacteria	1YKJQ@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria O OsmC-like protein osmC GO:0003674	GO:0003824	GO:0004601	GO:0005575	GO:0005622	GO:0005623	GO:0005737	GO:0005829	GO:0006950	GO:0006970	GO:0006972	GO:0006979	GO:0008150	GO:0008152	GO:0009628	GO:0009636	GO:0009987	GO:0016209	GO:0016491	GO:0016684	GO:0033194	GO:0042221	GO:0044424	GO:0044444	GO:0044464	GO:0050896	GO:0051716	GO:0051920	GO:0055114	GO:0070887	GO:0097237	GO:0098754	GO:0098869	GO:1901700	GO:1990748 - ko:K04063 - - - - ko00000 - - - OsmC																																																																																																																																																														
AAG03450.1 287.DR97_3017 5.91e-46 148.0 2DMSD@1|root	32TCS@2|Bacteria	1QEH1@1224|Proteobacteria	1TB6S@1236|Gammaproteobacteria	1YH1H@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria S Protein of unknown function (DUF1161) - - - - - - - - - - - - DUF1161																																																																																																																																																																																																
AAG03451.1 287.DR97_3018 2.46e-97 283.0 2AWXF@1|root	31NV2@2|Bacteria	1QEB0@1224|Proteobacteria	1TAWD@1236|Gammaproteobacteria	1YGNU@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria - - - - - - - - - - - - - - -																																																																																																																																																																																																
AAG03452.1 287.DR97_3019 1.06e-99 288.0 2AGP8@1|root	316WT@2|Bacteria	1QEDI@1224|Proteobacteria	1TB06@1236|Gammaproteobacteria	1YGUK@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria - - - - - - - - - - - - - - -																																																																																																																																																																																																
AAG03453.1 287.DR97_3020 7.59e-240 661.0 COG4324@1|root	COG4324@2|Bacteria	1N0FE@1224|Proteobacteria	1S0UK@1236|Gammaproteobacteria	1YE3V@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria S Putative aminopeptidase - - - - - - - - - - - - Aminopep																																																																																																																																																																																																
AAG03454.1 287.DR97_3021 2.38e-226 624.0 2ARG6@1|root	31GSD@2|Bacteria	1QEFJ@1224|Proteobacteria	1TB4V@1236|Gammaproteobacteria	1YGYQ@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria - - - - - - - - - - - - - - -																																																																																																																																																																																																
AAG03455.1 287.DR97_3022 6.41e-162 452.0 COG0546@1|root	COG0546@2|Bacteria	1REXF@1224|Proteobacteria	1S5AR@1236|Gammaproteobacteria	1YDXA@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria S HAD-hyrolase-like idgB - 3.1.3.18 ko:K01091 ko00630	ko01100	ko01110	ko01130	map00630	map01100	map01110	map01130 - R01334 RC00017 ko00000	ko00001	ko01000 - - - HAD_2																																																																																																																																																																																							
AAG03456.1 287.DR97_3023 1.03e-106 310.0 COG0663@1|root	COG0663@2|Bacteria	1RD76@1224|Proteobacteria	1RPB6@1236|Gammaproteobacteria	1YFG1@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria S Bacterial transferase hexapeptide (six repeats) yrdA GO:0003674	GO:0005488	GO:0005515	GO:0005575	GO:0005622	GO:0005623	GO:0005737	GO:0005829	GO:0008150	GO:0008270	GO:0009987	GO:0016043	GO:0022607	GO:0042802	GO:0043167	GO:0043169	GO:0043933	GO:0044085	GO:0044424	GO:0044444	GO:0044464	GO:0046872	GO:0046914	GO:0051259	GO:0051260	GO:0065003	GO:0070206	GO:0070207	GO:0071840 - - - - - - - - - - Hexapep																																																																																																																																																																				
AAG03457.1 287.DR97_3024 0.0 1318.0 COG0339@1|root	COG0339@2|Bacteria	1MU1K@1224|Proteobacteria	1RMAH@1236|Gammaproteobacteria	1YD93@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria E Peptidase family M3 prlC GO:0003674	GO:0003824	GO:0004175	GO:0004222	GO:0005575	GO:0005622	GO:0005623	GO:0005737	GO:0005829	GO:0006139	GO:0006259	GO:0006260	GO:0006465	GO:0006508	GO:0006518	GO:0006725	GO:0006807	GO:0008150	GO:0008152	GO:0008233	GO:0008237	GO:0009058	GO:0009059	GO:0009987	GO:0010467	GO:0016485	GO:0016787	GO:0019538	GO:0034641	GO:0034645	GO:0043170	GO:0043603	GO:0044237	GO:0044238	GO:0044249	GO:0044260	GO:0044267	GO:0044424	GO:0044444	GO:0044464	GO:0046483	GO:0051604	GO:0070011	GO:0071704	GO:0090304	GO:0140096	GO:1901360	GO:1901564	GO:1901576 3.4.24.70 ko:K01414 - - - - ko00000	ko01000	ko01002 - - - Peptidase_M3																																																																																																																																														
AAG03458.1 287.DR97_3025 4.54e-63 192.0 COG3529@1|root	COG3529@2|Bacteria	1NC40@1224|Proteobacteria	1SEJF@1236|Gammaproteobacteria	1YGWJ@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria S Probable metal-binding protein (DUF2387) - - - ko:K07070 - - - - ko00000 - - - DUF2387																																																																																																																																																																																																
